TYPE,LICENSEE,PROGRAM NAME,AUTHORIZATION,"LICENSING 
DEPARTMENT",BEDS,COUNTY,FACILITY ADDRESS,CITY,ZIP CODE,CERTIFICATE NUMBER,STATE,LOCATION
SRP (Social Rehabilitation Program),Rosebay Behavioral Health Llc,Rosebay Behavioral Health (Twin Oaks),Certified,CDSS,6,Marin,17 Twin Oaks Ave,San Rafael,94901,MHBT250561,California,"Marin, California"
SRP (Social Rehabilitation Program),Rosebay Behavioral Health Llc,Rosebay Behavioral Health (Valley View),Certified,CDSS,6,Marin,200 Valley View Avenue,San Rafael,94901,MHB​T250528,California,"Marin, California"
SRP (Social Rehabilitation Program),Rylist Inc,La Ventana Treatment Program (Berea),Certified,CDSS,6,Ventura,1508 Berea Circle,Thousand Oaks,91362,MHBT210349,California,"Ventura, California"
SRP (Social Rehabilitation Program),Rylist Inc,La Ventana Treatment Program (Briar Cliff),Certified,CDSS,6,Ventura,779 Briar Cliff Road,Thousand Oaks,91360,MHBT190293,California,"Ventura, California"
SRP (Social Rehabilitation Program),Rylist Inc,La Ventana Treatment Program (La Granada),Certified,CDSS,6,Ventura,2479 La Granada Drive,Thousand Oaks,91362,MHBT200309,California,"Ventura, California"
SRP (Social Rehabilitation Program),Rylist Inc,La Ventana Treatment Program (Rancho),Certified,CDSS,6,Ventura,965 Rancho Road,Thousand Oaks,91362,MHBT210362,California,"Ventura, California"
SRP (Social Rehabilitation Program),Safe Harbor Crisis House - Yolo Community Care,Safe Harbor Crisis House - Yolo Community Care,Certified,CDSS,14,Yolo,584 Kentucky Avenue,Woodland,95695,MHAS910018,California,"Yolo, California"
SRP (Social Rehabilitation Program),Sanctuary Centers Of Santa Barbara Inc,Sanctuary Centers Of Santa Barbara Inc,Certified,CDSS,12,Santa Barbara,222 W. Valerio Street,Santa Barbara,93101,MHAT910021,California,"Santa Barbara, California"
SRP (Social Rehabilitation Program),Seasons Recovery Centers Llc,Seasons Recovery Centers Llc,Certified,CDSS,6,Los Angeles,27901 West Winding Way,Malibu,90265,MHBS170233,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),Serenity Now Behavioral Health Llc,Serenity Now - Salem,Certified,CDSS,6,Yolo,"2927, 2929, 2931 Salem Avenue",Davis,95616,MHBT250522,California,"Yolo, California"
SRP (Social Rehabilitation Program),Sierra Health And Wellness Centers Llc,Sierra Health And Wellness  - Orangevale,Certified,CDSS,15,Sacramento,5820 Chestnut Avenue,Orangevale,95622,MHBS250532,California,"Sacramento, California"
SRP (Social Rehabilitation Program),Sierra Health And Wellness Centers Llc,Sierra Health And Wellness - Bangor,Certified,CDSS,14,Butte,107 Coyote Moon Trail,Bangor,95914,MHBS240517,California,"Butte, California"
SRP (Social Rehabilitation Program),Sierra Meadows Behavioral Health,Sierra Meadows Behavioral Health (Bullard),Certified,CDSS,16,Fresno,8104 East Bullard Avenue,Clovis,93619,MHBS240492,California,"Fresno, California"
SRP (Social Rehabilitation Program),Sierra Meadows Behavioral Health,Sierra Meadows Behavioral Health (Jasmine),Certified,CDSS,6,Fresno,1747 North Jasmine Avenue,Clovis,93619,MHBS210352,California,"Fresno, California"
SRP (Social Rehabilitation Program),Sierra Meadows Behavioral Health,Sierra Meadows Behavioral Health (Deauville),Certified,CDSS,6,Fresno,2343 Deauville Circle,Clovis,93619,MHBS200315,California,"Fresno, California"
SRP (Social Rehabilitation Program),Silverado Management Group Silicon Valley Recovery,California Mental Health Llc - Lesley Lane,Certified,CDSS,6,Santa Clara,14210 Lesley Lane,San Martin,95046,MHBS240506,California,"Santa Clara, California"
SRP (Social Rehabilitation Program),Socal Empowered Llc,Socal Empowered Llc,Certified,CDSS,6,Orange,22602 Costa Bella Drive,Lake Forest ,92630,MHBS190280,California,"Orange, California"
SRP (Social Rehabilitation Program),Socal Empowered Llc,Socal Empowered Llc (Brasilia),Certified,CDSS,6,Orange,23671 Brasilia,Mission Viejo,92691,MHBS210369,California,"Orange, California"
SRP (Social Rehabilitation Program),Southern California Sunrise Recovery Center Llc,Southern California Sunrise Recovery Center Llc (Gloriosa),Certified,CDSS,6,Orange,25481 Gloriosa Drive,Mission Viejo,92691,MHBS200316,California,"Orange, California"
SRP (Social Rehabilitation Program),Southern California Sunrise Recovery Center Llc,Southern California Sunrise Recovery Center Llc (Argus),Certified,CDSS,6,Orange,24751 Argus Drive,Mission Viejo,92691,MHBS220375,California,"Orange, California"
SRP (Social Rehabilitation Program),Southern California Sunrise Recovery Center Llc,Southern California Sunrise Recovery Center Llc (Augustin),Certified,CDSS,6,Orange,24372 Augustin Street,Mission Viejo,92691,MHBS210350,California,"Orange, California"
SRP (Social Rehabilitation Program),Southern California Sunrise Recovery Center Llc,Southern California Sunrise Recovery Center Llc (Sabina),Certified,CDSS,6,Orange,25681 Sabina Avenue,Mission Viejo,92691,MHBS220439,California,"Orange, California"
SRP (Social Rehabilitation Program),Special Service For Groups Inc,Ssg Florence House,Certified,CDSS,16,Los Angeles,8627 Juniper Street,Los Angeles,90002,MHBS220378,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),Star Behavioral Health Group Inc,Coastal Star Crisis Residential Central,Certified,CDSS,15,Orange,401 S. Tustin Street Bldg. D,Orange,92866,MHBS200335,California,"Orange, California"
SRP (Social Rehabilitation Program),Star View Behavioral Health Inc,Star View Olive View Ucla Crt,Certified,CDSS,16,Los Angeles,14139 Bucher Avenue,Sylmar,91342,MHBS230446,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),Star View Behavioral Health Inc,Star View Rancho Los Amigos Crt,Certified,CDSS,16,Los Angeles,7755 Leeds Street,Downey,90242,MHBS230442,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),Star View Children And Family Services Inc,Capital Star Crisis Residential Program,Certified,CDSS,15,Sacramento,3815 Marconi Avenue,Sacramento,95821,MHBS200337,California,"Sacramento, California"
SRP (Social Rehabilitation Program),Tcsrzs Holdings Llc,Amend Treatment,Certified,CDSS,6,Los Angeles,6758 Wildlife Road,Malibu,90265,MHBS240490,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),Tcsrzs Holdings Llc,Amend Treatment - Portshead,Certified,CDSS,6,Los Angeles,6766 Portshead Road,Malibu,90265,MHBS240491,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),Telecare Corporation,Amhs Telecare Treehouse Crisis Residential North,Certified,CDSS,6,Orange,2026 West Beacon Avenue,Anaheim,92804,MHBS180245,California,"Orange, California"
SRP (Social Rehabilitation Program),Telecare Corporation,Amhs Telecare Treehouse Crisis Residential South,Certified,CDSS,6,Orange,25402 Pacifica Avenue,Mission Viejo,92691,MHBS170231,California,"Orange, California"
SRP (Social Rehabilitation Program),Telecare Corporation,Brighter Tomorrows,Certified,CDSS,15,Ventura,1750 South Lewis Road Ste. B,Camarillo,93012,MHBL060156,California,"Ventura, California"
SRP (Social Rehabilitation Program),Telecare Corporation,House Of Transition,Certified,CDSS,15,Ventura,1750 South Lewis Road Ste. C,Camarillo,93012,MHBL060157,California,"Ventura, California"
SRP (Social Rehabilitation Program),Telecare Corporation,Jay Mahler Recovery Center,Certified,CDSS,16,Alameda,15430 Foothill Boulevard,San Leandro,94578,MHBS150203,California,"Alameda, California"
SRP (Social Rehabilitation Program),Telecare Corporation,Muriel Wright Recovery Center Crt,Certified,CDSS,15,Santa Clara,"298 Bernal Road, Ste A",San Jose,95119,MHBS190297,California,"Santa Clara, California"
SRP (Social Rehabilitation Program),Telecare Corporation,Starship,Certified,CDSS,15,Ventura,1750 South Lewis Road Ste. D,Camarillo,93012,MHBL060158,California,"Ventura, California"
SRP (Social Rehabilitation Program),Telecare Corporation,Telecare Agnes Avenue,Certified,CDSS,10,Santa Barbara,116 Agnes Avenue,Santa Maria,93458,MHBS190296,California,"Santa Barbara, California"
SRP (Social Rehabilitation Program),Telecare Corporation,Telecare Carmen Lane,Certified,CDSS,12,Santa Barbara,212 West Carmen Lane Ste. 201,Santa Maria,93458,MHBS190266,California,"Santa Barbara, California"
SRP (Social Rehabilitation Program),Telecare Corporation,Telecare Citrus House,Certified,CDSS,16,Los Angeles,7725 Leeds Street,Downey,90242,MHBS210414,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),Telecare Corporation,Telecare Hope House,Certified,CDSS,16,Contra Costa,300 Ilene Street,Martinez,94553,MHBS140191,California,"Contra Costa, California"
SRP (Social Rehabilitation Program),Telecare Corporation,Telecare Magnolia House,Certified,CDSS,16,Los Angeles,"1774 Zonal Avenue, RTP-D",Los Angeles,90033,MHBS220424,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),Telecare Corporation,Telecare Olive House,Certified,CDSS,16,Los Angeles,14149 Bucher Avenue,Sylmar,91342,MHBS210415,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),Telecare Corporation,Telecare Riverside County Crisis Residential - Lagos,Certified,CDSS,16,Riverside,9890 County Farm Road Building 3,Riverside,92503,MHBS170228,California,"Riverside, California"
SRP (Social Rehabilitation Program),Telecare Corporation,Telecare San Joaquin Crisis Residential Services - Jeremy House,Certified,CDSS,6,San Joaquin,5634 Jeremy Way,Stockton,95212,MHBS130184,California,"San Joaquin, California"
SRP (Social Rehabilitation Program),Telecare Corporation,Telecare Serenity House,Certified,CDSS,13,San Mateo,3701 Hacienda Street,San Mateo,94403,MHBS220409,California,"San Mateo, California"
SRP (Social Rehabilitation Program),Telecare Corporation,Tranquil Springs Crt,Certified,CDSS,15,Riverside,47915 Oasis Street Suite C,Indio,92201,MHBS240481,California,"Riverside, California"
SRP (Social Rehabilitation Program),Telecare Corporation,Wellspring Center,Certified,CDSS,16,San Bernardino,15217 San Bernardino Avenue,Fontana ,92335,MHBS180253,California,"San Bernardino, California"
SRP (Social Rehabilitation Program),The Gooden Center,The Gooden Residential Wellness Center,Certified,CDSS,6,Los Angeles,378 N El Molino Avenue,Pasadena,91101,MHBT160217,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),The Gooden Center,The Gooden Residential Wellness Center 3,Certified,CDSS,6,Los Angeles,2520 Cross Street,La Crescenta,91214,MHBT180252,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),The Gooden Center,The Gooden Residential Wellness Center 4,Certified,CDSS,6,Los Angeles,539 N. Los Robles,Pasadena,91101,MHBT190261,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),The Gooden Center,The Gooden Residential Wellness Center At Holliston Court,Certified,CDSS,6,Los Angeles,146 N. Holliston Avenue,Pasadena,91106,MHBT170243,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),The Mental Health Collective,The Mental Health Collective (Azure),Certified,CDSS,6,Orange,2351 Azure,Newport Beach,92660,MHBT250551,California,"Orange, California"
SRP (Social Rehabilitation Program),The Mental Health Collective,The Mental Health Collective (Orchard),Certified,CDSS,6,Orange,2282 Orchard Drive,Newport Beach,92660,MHBT220407,California,"Orange, California"
SRP (Social Rehabilitation Program),The Mental Health Collective,The Mental Health Collective (Tustin),Certified,CDSS,6,Orange,2072 Tustin Avenue,Newport Beach,92660,MHBT230449,California,"Orange, California"
SRP (Social Rehabilitation Program),The Resource Environment For Underprivilege Group,Kimbilio,Certified,CDSS,14,Alameda,1480 159th Street,San Leandro,94578,MHBT190257,California,"Alameda, California"
SRP (Social Rehabilitation Program),The Teen Project Inc,The Teen Project Inc,Certified,CDSS,16,Los Angeles,8142 Sunland Boulevard,Sun Valley,91352,MHBS200304,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),The Wood Dragon Inn Llc,Mental Health Residential,Certified,CDSS,6,Riverside,53295 Oates Lane,Idyllwild,92549,MHBT240498,California,"Riverside, California"
SRP (Social Rehabilitation Program),Tml Behavioral Health Group Llc,Tml Villa Canyon,Certified,CDSS,6,Los Angeles,27823 Villa Canyon Road,Castiac,91384,MHBT250531,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),Transitions - Mental Health Association,Adult Transitional Program,Certified,CDSS,12,San Luis Obispo,1511 Osos Street,San Luis Obispo,93401,MHAT910021,California,"San Luis Obispo, California"
SRP (Social Rehabilitation Program),Transitions - Mental Health Association,Transitions-Mental Health Association Pismo St House,Certified,CDSS,10,San Luis Obispo,649 Pismo Street,San Luis Obispo,93401,MHBT240521,California,"San Luis Obispo, California"
SRP (Social Rehabilitation Program),Turning Point Community Programs,"Turning Point Community Programs
Crisis Residential Program 2",Certified,CDSS,15,Sacramento,505 M Street,Rio Linda,95673,MHBS150208,California,"Sacramento, California"
SRP (Social Rehabilitation Program),Turning Point Community Programs,"Turning Point Community Programs
Crisis Residential Program 3",Certified,CDSS,15,Sacramento,7415 Henrietta Drive,Sacramento,95822,MHBS180254,California,"Sacramento, California"
SRP (Social Rehabilitation Program),Turning Point Community Programs,"Turning Point Community Programs
Sage Village 1",Certified,CDSS,16,San Joaquin,7224 S Recovery Road,French Camp,95231,MHBT240485,California,"San Joaquin, California"
SRP (Social Rehabilitation Program),Turning Point Community Programs,"Turning Point Community Programs
Sage Village 2",Certified,CDSS,16,San Joaquin,7236 S Recovery Road,French Camp,95231,MHBT240487,California,"San Joaquin, California"
SRP (Social Rehabilitation Program),Turning Point Community Programs,"Turning Point Community Programs
Viking Drive",Certified,CDSS,15,Sacramento,3440 Viking Drive,Sacramento,95827,MHBS200343,California,"Sacramento, California"
SRP (Social Rehabilitation Program),Valley Star Behavioral Health Inc,Valley Star Crisis Residential Treatment - Casa Paseo,Certified,CDSS,16,San Bernardino,720 East Gilbert Street,San Bernardino,92416,MHBS170238,California,"San Bernardino, California"
SRP (Social Rehabilitation Program),Valley Star Behavioral Health Inc,Valley Star Crisis Residential Treatment - High Desert,Certified,CDSS,16,San Bernardino,16552 Sunhill Drive,Victorville,92395,MHBS180249,California,"San Bernardino, California"
SRP (Social Rehabilitation Program),Valley Star Behavioral Health Inc,Valley Star Crt - Morongo Oasis Center,Certified,CDSS,16,San Bernardino,60805 29 Palms Highway,Joshua Tree,92252,MHBS180251,California,"San Bernardino, California"
SRP (Social Rehabilitation Program),Valley Star Behavioral Health Inc,Valley Star La County Usc Crt,Certified,CDSS,16,Los Angeles,"1774 Zonal Avenue, Building B",Los Angeles,90033,MHBS220432,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),Valley Star Behavioral Health Inc,Valley Star Mlk Behavioral Health Center Crt,Certified,CDSS,16,Los Angeles,12021 Wilmington Avenue Unit 2B,Los Angeles,90059,MHBS220429,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),Valley Star Behavioral Health Inc,Valley Star Olive View Ucla Crt,Certified,CDSS,16,Los Angeles,14119 Bucher Avenue,Sylmar,91342,MHBS220433,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),Valley Star Behavioral Health Inc,Valley Star Rancho Los Amigos Crt,Certified,CDSS,16,Los Angeles,7735 Leeds Street,Downey,90242,MHBS220430,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),Valley Star Children & Family Services,Valley Star Crisis Residential Treatment - The Stay,Certified,CDSS,14,San Bernardino,780 E. Gilbert Street,San Bernardino,92415,MHBS130182,California,"San Bernardino, California"
SRP (Social Rehabilitation Program),Victory Bay Residential Services I Llc,Victory Bay Residential Services Llc,Certified,CDSS,6,Los Angeles,19667 Trull Brook Drive,Tarzana,91356,MHBS240504,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),Villa Healing Center Llc,Villa Healing Center,Certified,CDSS,6,Los Angeles,23033 Ostronic Drive,Woodland Hills,91367,MHBS250450,California,"Los Angeles, California"
SRP (Social Rehabilitation Program),We Conquer Together Llc,We Conquer Together Llc,Certified,CDSS,6,Orange,17367 Aspenglow Lane,Yorba Linda,92886,MHBS230470,California,"Orange, California"
SRP (Social Rehabilitation Program),Willow Glen Care Center,Hyperion Crtf,Certified,CDSS,10,Humboldt,528 N Street,Eureka,95501,MHBS240507,California,"Humboldt, California"
SRP (Social Rehabilitation Program),Willow Glen Care Center,Trinity Pines,Certified,CDSS,16,Butte,2753 White Avenue,Chico,95973,MHBT150200,California,"Butte, California"
SRP (Social Rehabilitation Program),Wm Healthcare Management Llc,Golden Ventura Crt,Certified,CDSS,15,Ventura,350 Hillmont Avenue,Ventura,93003,MHBS190264  ,California,"Ventura, California"
SRP (Social Rehabilitation Program),Yolo Community Care Continuum,Cornerstone Crisis Residential,Certified,CDSS,14,Placer,101 Cirby Hills Drive,Roseville,95678,MHBS150194,California,"Placer, California"
SRP (Social Rehabilitation Program),Yolo Community Care Continuum,The Farmhouse,Certified,CDSS,10,Yolo,24321 County Road 96,Davis,95616,MHAL910006,California,"Yolo, California"
STP (Special Treatment Program),1030 Warner Avenue Opco I Llc,South Coast Post Acute,Approved,CDPH,124,Orange,1030 West Warner Avenue,Santa Ana,92707,Unknown / Caution,California,"Orange, California"
STP (Special Treatment Program),Amada Enterprises Inc,View Heights Convalescent Hospital,Approved,CDPH,161,Los Angeles,12619 South Avalon Boulevard,Los Angeles,90061,Unknown / Caution,California,"Los Angeles, California"
STP (Special Treatment Program),Cf Merced Behavioral Llc,Merced Behavioral Center,Approved,CDPH,96,Merced,1255 B Street,Merced,95341,Unknown / Caution,California,"Merced, California"
STP (Special Treatment Program),Crestwood Behavioral Health Inc,Crestwood Manor - Fremont,Approved,CDPH,52,Alameda,4303 Stevenson Boulevard,Fremont,94538,Unknown / Caution,California,"Alameda, California"
STP (Special Treatment Program),Crestwood Behavioral Health Inc,Crestwood Manor - Modesto,Approved,CDPH,76,Stanislaus,1400 Celeste Drive,Modesto,95355,Unknown / Caution,California,"Stanislaus, California"
STP (Special Treatment Program),Crestwood Behavioral Health Inc,Crestwood Manor - Stockton,Approved,CDPH,72,San Joaquin,1130 Monaco Court,Stockton,95207,Unknown / Caution,California,"San Joaquin, California"
STP (Special Treatment Program),Crestwood Behavioral Health Inc,Crestwood Wellness And Recovery Center- Redding,Approved,CDPH,99,Shasta,3062 Churn Creek Road,Redding,96002,Unknown / Caution,California,"Shasta, California"
STP (Special Treatment Program),El Monte Healthcare Center Llc,Penn Mar Healthcare Center,Approved,CDPH,45,Los Angeles,3938 Cogswell Road,El Monte,91732,Unknown / Caution,California,"Los Angeles, California"
STP (Special Treatment Program),Extended Care Hospital Of Westminister,Extended Care Hospital Of Westminster,Approved,CDPH,46,Orange,206 Hospital Circle,Westminster ,92683,Unknown / Caution,California,"Orange, California"
STP (Special Treatment Program),Ghc Of Anberry Llc,Anberry Nursing And Rehabilitation Center,Approved,CDPH,58,Merced,1685 Shaffer Road,Atwater,95301,Unknown / Caution,California,"Merced, California"
STP (Special Treatment Program),Ghc Of Auburn Llc,Siena Skilled Nursing And Rehabilitation,Approved,CDPH,50,Placer,11600 Education Street,Auburn,95602,Unknown / Caution,California,"Placer, California"
STP (Special Treatment Program),Ghc Of Contra Costa Llc,Bayberry Skilled Nursing And Healthcare Center,Approved,CDPH,40,Contra Costa,1800 Adobe Street,Concord,94520,Unknown / Caution,California,"Contra Costa, California"
STP (Special Treatment Program),Ghc Of El Cajon Llc,Bradley Court,Approved,CDPH,56,San Diego,675 East Bradley Avenue,El Cajon,92021,Unknown / Caution,California,"San Diego, California"
STP (Special Treatment Program),Ghc Of Fresno Llc,Horizon Health & Subacute Center,Approved,CDPH,44,Fresno,3034 East Herndon Avenue,Fresno,93720,Unknown / Caution,California,"Fresno, California"
STP (Special Treatment Program),Ghc Of Lakeside Llc,Lakeside Special Care Center,Approved,CDPH,75,San Diego,11962 Woodside Avenue,Lakeside,92040,Unknown / Caution,California,"San Diego, California"
STP (Special Treatment Program),Ghc Of National City I Llc,Friendship Manor,Approved,CDPH,43,San Diego,902 Euclid Avenue,National City,91950,Unknown / Caution,California,"San Diego, California"
STP (Special Treatment Program),Ghc Of Newport Llc,Newport Nursing & Rehabilitation Center,Approved,CDPH,30,Orange,1555 Superior Avenue,Newport Beach,92663,Unknown / Caution,California,"Orange, California"
STP (Special Treatment Program),Ghc Of Sac--Snf Llc,Gramercy Court,Approved,CDPH,54,Sacramento,2200 Gramercy Drive,Sacramento,95825,Unknown / Caution,California,"Sacramento, California"
STP (Special Treatment Program),Ghc Of Upland Snf Llc Dba Heritage Park Nursing Center,Heritage Park Nursing Center,Approved,CDPH,30,San Bernardino,275 North Garnet Way,Upland,91786,Unknown / Caution,California,"San Bernardino, California"
STP (Special Treatment Program),Golden Legacy Care Center,Golden Legacy Care Center,Approved,CDPH,76,Los Angeles,12260 Foothill Boulevard,Sylmar,91342,Unknown / Caution,California,"Los Angeles, California"
STP (Special Treatment Program),Hilborn Care Inc,Creekside Rehabilitation & Behavioral Health,Approved,CDPH,58,Sonoma,850 Sonoma Avenue,Santa Rosa,95404,Unknown / Caution,California,"Sonoma, California"
STP (Special Treatment Program),Inspire Behavioral Health,Inspire Behavioral Health,Approved,CDPH,116,Santa Clara,401 South Ridge Vista Avenue,San Jose,95127,Unknown / Caution,California,"Santa Clara, California"
STP (Special Treatment Program),Landmark Medical Services Inc,Landmark Medical Center,Approved,CDPH,95,Los Angeles,2030 North Garey Avenue,Pomona,91767,Unknown / Caution,California,"Los Angeles, California"
STP (Special Treatment Program),Oceanside Harbor Llc,Beach Creek Post Acute,Approved,CDPH,51,Orange,645 South Beach Boulevard,Anaheim,92804,Unknown / Caution,California,"Orange, California"
STP (Special Treatment Program),Riverside Sanitarium Llc,Riverside Behavioral Healthcare Center,Approved,CDPH,120,Riverside,4580 Palm Avenue,Riverside,92501,Unknown / Caution,California,"Riverside, California"
STP (Special Treatment Program),Sunbridge Braswell Enterprises Llc,Laurel Park Behavioral Health Center,Approved,CDPH,43,Los Angeles,1425 West Laurel Avenue,Pomona,91768,Unknown / Caution,California,"Los Angeles, California"
STP (Special Treatment Program),Sunbridge Braswell Enterprises Llc,Olive Vista Behavioral Health Center,Approved,CDPH,120,Los Angeles,2335 South Towne Avenue,Pomona,91766,Unknown / Caution,California,"Los Angeles, California"
STP (Special Treatment Program),Sunbridge Braswell Enterprises Llc,Sierra Vista,Approved,CDPH,116,San Bernardino,3455 East Highland Avenue,Highland,92346,Unknown / Caution,California,"San Bernardino, California"
STP (Special Treatment Program),Sunbridge Meadowbrook Rehabilitation Center Llc,Meadowbrook Behavioral Health Center,Approved,CDPH,77,Los Angeles,3951 East Boulevard,Los Angeles,90066,Unknown / Caution,California,"Los Angeles, California"
STP (Special Treatment Program),Sunbridge Shandin Hills Rehabilitation Center Llc,Shandin Hills Behavior Therapy Center,Approved,CDPH,78,San Bernardino,4164 North 4th Avenue,San Bernardino,92407,Unknown / Caution,California,"San Bernardino, California"
STP (Special Treatment Program),Sylmar Health & Rehabilitation Center Inc,Sylmar Health And Rehabilitation Center,Approved,CDPH,208,Los Angeles,12220 Foothill Boulevard,Sylmar,91342,Unknown / Caution,California,"Los Angeles, California"
STP (Special Treatment Program),Telecare Corporation,La Paz Geropsychiatric Center,Approved,CDPH,148,Los Angeles,8835 Vans Street,Paramount,90723,Unknown / Caution,California,"Los Angeles, California"
STP (Special Treatment Program),Telecare Corporation,Morton Bakar Center,Approved,CDPH,97,Alameda,494 Blossom Way,Hayward,94541,Unknown / Caution,California,"Alameda, California"
STP (Special Treatment Program),Vista Pacifica Enterprises Inc,Vista Pacifica Center,Approved,CDPH,108,Riverside,3674 Pacific Avenue,Jurupa Valley,92509,Unknown / Caution,California,"Riverside, California"
STP (Special Treatment Program),Wdw Joint Venture,Downey Community Health Center,Approved,CDPH,74,Los Angeles,8425 Iowa Street,Downey,90241,Unknown / Caution,California,"Los Angeles, California"
